ID,Session_timestamp,Level_timestamp,Event_type,Event,Details,epoch_time,Ruleset,win_or_quit,goals,impasses,time_offset
211,0:30:7:333,0:7:7:483,change,update,baba:8:3:2,1652481768333.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,983
211,0:30:7:333,0:7:7:483,change,update,baba:13:5:2,1652481768333.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:7:333,0:7:7:483,change,update,baba:12:5:2,1652481768333.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:7:333,0:7:7:483,change,update,text_flag:6:3:2,1652481768333.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:7:333,0:7:7:483,change,update,baba:7:3:2,1652481768333.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:7:333,0:7:7:483,event,rule_remove,7:3:flag is win ,1652481768333.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:333,0:7:7:483,input,left,,1652481768333.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:500,0:7:7:650,change,update,baba:11:5:2,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,167
211,0:30:7:500,0:7:7:650,change,update,text_baba:2:3:2,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:500,0:7:7:650,change,update,text_is:3:3:2,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:500,0:7:7:650,change,update,text_you:4:3:2,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:500,0:7:7:650,change,update,text_flag:5:3:2,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:500,0:7:7:650,change,update,baba:6:3:2,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:7:500,0:7:7:650,input,left,,1652481768500.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:8:350,0:7:8:500,change,update,baba:6:3:3,1652481769350.0,"['wall is stop ', 'baba is you ']",,goal_0,,850
211,0:30:8:350,0:7:8:500,change,update,baba:11:5:3,1652481769350.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:8:350,0:7:8:500,change,update,baba:6:4:3,1652481769350.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:8:350,0:7:8:500,change,update,baba:11:6:3,1652481769350.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:8:350,0:7:8:500,input,down,,1652481769350.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
